name,type,description,Q30,plating_loss,sei_growth,sei_li_loss,total_lli,success
CCCV_2.0C,CCCV,"Constant current at 2.0C until 4.2V, then constant voltage",0.07165721849415221,0.475798707241264,63.13511004327612,0.002212961024383774,0.01996572410743866,True
LinearTaper_3.0C-1.0C,LinearTaper,Linear current taper from 3.0C to 1.0C over 6 steps,0.053484719004043856,0.41161497678490033,54.229774227569365,0.0019008183662700933,0.0172587902419569,True
LinearTaper_3.0C-0.5C,LinearTaper,Linear current taper from 3.0C to 0.5C over 6 steps,0.06860718595869915,0.48072203891545345,62.26209721421071,0.0021823608818769425,0.02011882085073876,True
BO_3step_aggressive,BO_Optimal,Best 3-step protocol from single-objective BO (β=0.008): Charge-Rest-Charge,0.08992021910868452,0.32223992398439755,58.22097913642907,0.002040714865976542,0.014063969530886438,True
BO_3step_conservative,BO_Optimal,Best 3-step protocol from single-objective BO (β=0.015): Low degradation focus,0.03020833333333333,0.001405671466661826,59.766679174574875,0.0020948934987129147,0.0021473412085121846,True
